Rid,Rname,URL,Street,City,State,Phone,Zipcode,Openhrs,Closehrs,WiFi,Pricerange
100839,Schlotzsky's Deli,http://www.schlotzskys.com,5105 Balcones Woods Dr,Austin,TX,(512) 338-9494,59188,6:00,20:00,N,5
100840,Fire Bowl Cafe,http://www.firebowlcafe.com,"9828 Great Hills Trl, Ste 100",Austin,TX,(512) 795-8998,46484,8:00,21:00,Y,4
100841,Cocinita La Dona,,1710A Montopolis Dr,Austin,TX,(512) 247-9024,68299,11:00,20:00,Y,2
100842,Quiznos,http://www.quiznos.com,922 Congress Ave,Austin,TX,(512) 494-9300,28016,6:00,21:00,N,1
100843,Madam Mam's Noodles & More,http://www.madammam.com,2514 Guadalupe St,Austin,TX,(512) 472-8306,25978,6:00,20:00,N,4
100844,Onion Creek Grille,http://www.omnihotels.com,4140 Governors Row,Austin,TX,(512) 448-2222,89472,9:00,21:00,N,3
100845,Nuevo Vallarta Mexican Rstrnt,,5405 N I H 35,Austin,TX,(512) 459-5400,67589,8:00,23:00,N,4
100846,El Arroyo,http://www.ditch.com,7032 Wood Hollow Dr,Austin,TX,(512) 345-8226,53251,6:00,20:00,N,2
100847,Gatti's Pizza,http://www.gattispizza.com,2614 S Lamar Blvd,Austin,TX,(512) 459-2222,62171,6:00,21:00,Y,3
100848,Furr's Family Dining,http://www.furrs.net,4222 S I H 35,Austin,TX,(512) 443-3818,77820,6:00,22:00,N,2
100849,Magic Wok,http://www.magicwok.com,2716 1/2 Guadalupe St,Austin,TX,(512) 474-7770,63691,9:00,21:00,N,3
100850,Taqueria Jefes,,720 Lamar Pl,Austin,TX,(512) 459-0034,37784,8:00,23:00,N,5
100851,Taqueria Montenegro,,11300 Pollyanna Ave,Austin,TX,(512) 228-4555,85403,6:00,20:00,N,4
100852,Dave & Buster's,http://www.daveandbusters.com,"9333 Research Blvd, Ste A600",Austin,TX,(512) 346-8015,80829,6:00,21:00,N,4
100853,How DO You Roll,http://www.howdoyouroll.com,454 W 2nd St,Austin,TX,(512) 320-8400,87627,6:00,22:00,Y,4
100854,County Line On the Lake,http://www.countyline.com,5204 Ranch Road 2222,Austin,TX,(512) 346-3664,42448,9:00,23:00,Y,1
100855,Chili's Grill & Bar,http://www.chilis.com,4420 N Lamar Blvd,Austin,TX,(512) 420-8353,31979,9:00,22:00,N,2
100856,Taco Bell,http://www.tacobell.com,"1701 W Ben White Blvd, Bldg 2",Austin,TX,(512) 444-9126,92507,11:00,23:00,N,2
100857,Bartlet's,http://www.bartlettsaustin.com,2408 W Anderson Ln,Austin,TX,(512) 451-7333,70379,6:00,21:00,Y,4
100858,Ray's Bar-B-Q,http://www.rays-bbq.com,6301 Monsanto Dr,Austin,TX,(512) 385-8262,16538,11:00,20:00,N,5
100859,Willie's Bar-B-Que,,4505 E Martin Luther King Jr Blvd,Austin,TX,(512) 926-9340,20474,8:00,23:00,Y,4
100860,La Madeleine,http://www.lamadeleine.com,"9828 Great Hills Trl, Ste 650",Austin,TX,(512) 502-2474,54652,8:00,23:00,N,3
100861,SUBWAY,http://www.subway.com,3710 Crawford St,Austin,TX,(512) 459-7233,32411,6:00,21:00,N,2
100862,Red Shed Tavern,http://www.redshedtavern.com,8504 S Congress Ave,Austin,TX,(512) 280-4899,16051,6:00,22:00,Y,4
100863,Oyster's Landing Marina,,"3825 Lake Austin Blvd, Ste 401",Austin,TX,(512) 480-9003,81665,6:00,21:00,Y,4
100864,Taco Bell,http://www.tacobell.com,502 W William Cannon Dr,Austin,TX,(512) 447-7854,64819,8:00,20:00,N,3
100865,La Fuente's Restaurant,http://www.lafuentesaustin.com,6507 Circle S Rd,Austin,TX,(512) 442-9925,27908,11:00,21:00,N,1
100866,Ms P's Electric Cock,http://www.electriccock.com,1101 S Congress Ave,Austin,TX,(512) 912-7778,84804,6:00,21:00,Y,1
100867,Mandola's Italian Market,http://www.mandolasmarket.com,"4700 W Guadalupe St, Ste 12",Austin,TX,(512) 419-9700,20318,9:00,23:00,N,2
100868,Starbucks,http://www.starbucks.com,"9600 Escarpment Blvd, Ste 700",Austin,TX,(512) 288-2309,85997,6:00,23:00,Y,1
100869,Taco Bell,http://www.tacobell.com,1016 E Anderson Ln,Austin,TX,(512) 835-7269,37656,11:00,21:00,N,4
100870,Whataburger,http://www.whataburger.com,6106 Cameron Rd,Austin,TX,(512) 452-0634,92383,11:00,23:00,Y,1
100871,Sonic Drive-In,http://www.sonicdrivein.com,129 W Slaughter Ln,Austin,TX,(512) 280-2722,43570,8:00,23:00,N,5
100872,Emerald Point Marina,http://www.emeraldpointmarina.com,5973 Hiline Rd,Austin,TX,(512) 266-1535,87586,9:00,21:00,N,2
100873,Panda Express,http://www.pandaexpress.com,"4301 W William Cannon Dr, Bldg G100",Austin,TX,(512) 891-8889,63281,8:00,23:00,Y,5
100874,Ruby's Barbeque & Catering Co,,512 W 29th St,Austin,TX,(512) 477-1651,88937,11:00,23:00,Y,5
100875,Hunan Lion Restaurant,http://www.austinhunanlion.com,"4006 S Lamar Blvd, Ste 1000",Austin,TX,(512) 447-3388,15733,11:00,23:00,N,4
100876,El Chilito,http://www.elchilito.com,2219 Manor Rd,Austin,TX,(512) 382-3797,41042,11:00,22:00,N,1
100877,Gatti's Pizza,http://www.gattispizza.com,"801 E William Cannon Dr, Ste 245",Austin,TX,(512) 459-2222,80818,8:00,20:00,N,1
100878,Jack In the Box,http://www.jackinthebox.com,8630 N Lamar Blvd,Austin,TX,(512) 834-8924,40245,9:00,23:00,N,3
100879,Cafe Express,http://www.cafe-express.com,3418 N Lamar Blvd,Austin,TX,(512) 452-9888,32955,9:00,23:00,Y,2
100880,Sonic Drive-In,http://www.sonicdrivein.com,11506 N FM 620,Austin,TX,(512) 331-9460,81866,8:00,23:00,Y,3
100881,Thai Spice,http://www.thaispiceaustin.com,2100 Guadalupe St,Austin,TX,(512) 482-8919,80795,9:00,23:00,Y,5
100882,Pluckers,http://www.pluckers.com,"9070 Research Blvd, Ste 201C",Austin,TX,(512) 533-9464,58083,11:00,21:00,N,3
100883,Chipotle Mexican Grill,http://www.chipotle.com,10515 N Mo Pac Expy,Austin,TX,(512) 340-0090,64652,8:00,22:00,N,2
100884,Zen,http://www.eatzen.com,1303 S Congress Ave,Austin,TX,(512) 444-8081,62520,11:00,23:00,N,1
100885,Maudie's Milagro,,"3801 N Capital of Texas Hwy, Ste H200",Austin,TX,(512) 306-8080,73911,8:00,20:00,Y,2
100886,Wendy's,http://www.wendys.com,3701 S Lamar Blvd,Austin,TX,(512) 443-5676,53349,8:00,23:00,Y,3
100887,Opal Divine's Freehouse,http://www.opaldivines.com,700 W 6th St,Austin,TX,(512) 477-3308,56158,8:00,23:00,N,1
100888,Hideout Pub,http://www.thehideoutpub.com,12164 N Mo Pac Expy,Austin,TX,(512) 821-9093,46987,6:00,22:00,N,4
100889,La Salsa Fresh Mexican Grill,http://www.lasalsa.com,"3637 Far West Blvd, Ste F",Austin,TX,(512) 342-1010,82147,8:00,22:00,Y,1
100890,Annie's Cafe & Bar,,319 Congress Ave,Austin,TX,(512) 472-1884,30847,8:00,21:00,Y,2
100891,El Senor Mexican Cuisine,,10601 Ranch Road 2222,Austin,TX,(512) 372-9700,72525,11:00,23:00,N,5
100892,SUBWAY,http://www.subway.com,"4815 W Braker Ln, Ste 500",Austin,TX,(512) 345-1050,61075,8:00,23:00,Y,2
100893,SUBWAY,http://www.subway.com,"2025 Guadalupe St, Ste 234",Austin,TX,(512) 482-0599,91754,11:00,23:00,Y,5
100894,Pizza Nizza,http://www.pizzanizza.com,"2712 Bee Cave Rd, Ste 106",Austin,TX,(512) 474-7070,41869,11:00,22:00,Y,4
100895,El Charrito Restaurant,,7100 E Highway 290,Austin,TX,(512) 467-9394,33139,11:00,21:00,Y,2
100896,SUBWAY,http://www.subway.com,"1210 San Antonio St, # 112",Austin,TX,(512) 472-9191,84066,9:00,23:00,N,5
100897,Simon's Cafe,http://www.simoncafe.com,1212 Rio Grande St,Austin,TX,(512) 482-0378,84588,8:00,22:00,N,2
100898,Chez Zee Cafe & Dessert Bakery,http://www.chez-zee.com,5406 Balcones Dr,Austin,TX,(512) 454-2666,86760,6:00,23:00,N,2
100899,Riviera Bistro,http://www.rivierabistro.com,12801 Shops Pkwy,Austin,TX,(512) 263-2960,35021,6:00,20:00,N,2
100900,KFC,http://www.kfc.com,"13435 N Highway 183, # 2",Austin,TX,(512) 996-9903,69342,6:00,20:00,Y,4
100901,Taco Bell,http://www.tacobell.com,4811 W Braker Ln,Austin,TX,(512) 338-6033,92036,11:00,20:00,Y,4
100902,Wendy's,http://www.wendys.com,6210 E Ben White Blvd,Austin,TX,(512) 385-8108,93991,9:00,20:00,Y,4
100903,El Zunzal Restaurant,http://www.enaustin.com/,642 Calles St,Austin,TX,(512) 474-7749,31771,8:00,21:00,Y,3
100904,Taco Bell,http://www.tacobell.com,2600 W Braker Ln,Austin,TX,(512) 339-0600,90928,11:00,20:00,Y,1
100905,T & S Chinese Restaurant,,10014 N Lamar Blvd,Austin,TX,(512) 339-8434,84090,9:00,22:00,Y,5
100906,Bert's Bar-B-Q,,"3563 Far West Blvd, Ste 109",Austin,TX,(512) 345-2378,87139,9:00,21:00,Y,1
100907,Starbucks,http://www.starbucks.com,"4400 N Lamar Blvd, Ste 104",Austin,TX,(512) 374-9784,48999,9:00,22:00,Y,2
